Quality,U_0,U_1,U_2
8.84994781278e-09,0.00420575821772,0.0941732749343,0.0946065112948
1.12688982538e-08,-0.0128353545442,0.0892696678638,0.0921638831496
5.13476331593e-09,-0.0622974075377,0.112949088216,0.0393112003803
1.30260044834e-08,-0.000862546730787,0.0518982447684,0.0821513235569
1.41026405224e-08,0.000116308285214,0.070574849844,0.0736798420548
9.30567825852e-08,-0.042254652828,0.15686006844,0.123862266541
3.04998165959e-08,-0.0173681247979,0.0708823800087,0.0863754153252
8.79675380108e-09,-0.0288564004004,0.165070846677,0.0823893621564
9.5275705294e-08,-0.0168559662998,0.0960380211473,0.0989034995437
2.98047064806e-08,-0.0168559662998,0.0960380211473,0.0989034995437
1.67434074418e-09,0.0697777569294,0.118587009609,0.0397605784237
1.44829763113e-08,-0.0128656961024,-0.0899105891585,0.0886767953634
7.25023572429e-10,-0.0281113088131,-0.167674303055,0.121951021254
2.00476155676e-08,0.00921587552875,-0.114494852722,0.120757907629
4.78451737673e-08,0.00921587552875,-0.114494852722,0.120757907629
1.01767323114e-07,-0.0281974375248,0.150928303599,0.147391423583
2.80235368712e-08,-0.0281974375248,0.150928303599,0.147391423583
5.29973739546e-08,0.0117037435994,0.153567552567,0.170912519097
1.92487280178e-08,0.0507189929485,0.14145347476,0.178544208407
1.02142911551e-07,0.0509884431958,0.0536036901176,0.0767612457275
2.54138826736e-08,0.0995911508799,0.0333718918264,0.0936750769615
1.61636584568e-08,0.0694528743625,0.0314149670303,0.0974293425679
1.01396331678e-08,0.175800278783,0.0732368305326,0.118339821696
1.1985538971e-08,0.0985838100314,0.0368014313281,0.0429227650166
3.5095826096e-08,0.103840306401,0.0395480468869,0.0783459842205
6.42840220118e-09,0.189287692308,0.0486435107887,0.12578253448
1.3471454785e-08,0.071046859026,0.01954822056,0.0242238678038
1.12251988989e-08,0.0911332294345,0.0162550192326,0.0366972312331
1.35210752594e-08,0.0981394648552,-0.00353531888686,0.100807823241
1.87698121074e-08,0.0981394648552,-0.00353531888686,0.100807823241
2.59298665508e-08,0.174072340131,-0.00675862375647,0.148476213217
5.0239027851e-09,0.189370989799,0.0193910021335,0.110793448985
4.32584805945e-08,0.106303289533,0.0210556890815,0.0762141495943
2.268355675e-08,-0.012232969515,0.0365972109139,0.167484104633
7.32586574997e-08,-0.012232969515,0.0365972109139,0.167484104633
2.79395476763e-08,0.0213052406907,0.0736536383629,0.105873003602
9.41478739049e-08,0.0213052406907,0.0736536383629,0.105873003602
1.18333646189e-08,0.0213052406907,0.0736536383629,0.105873003602
1.80788297909e-08,0.0198018532246,0.0561911426485,0.0891116112471
8.5413180001e-09,0.0338624008,0.0976004377007,0.0937759131193
1.06740839414e-08,0.0338624008,0.0976004377007,0.0937759131193
8.75836949493e-09,-0.0199053920805,0.151979833841,0.0427451170981
2.01525095916e-09,-0.0709396675229,0.12648974359,0.128336012363
8.69856130702e-09,-0.0709396675229,0.12648974359,0.128336012363
1.86779791408e-08,-0.0348056778312,0.0631049796939,0.066946387291
1.26689520159e-08,-0.0361321680248,0.0612297467887,0.10668502003
8.63327746358e-09,0.00946652889252,0.0665271878242,0.0989653244615
8.49674762155e-08,0.0402670875192,0.112976282835,0.162018120289
8.02503795274e-09,-0.00212859967723,0.0685545876622,0.0995395332575
1.55906088022e-08,-0.0403764508665,0.0429747626185,0.0761492326856
4.9065908489e-08,0.0913286060095,-0.0870603173971,0.102446109056
1.2988052215e-07,0.0913286060095,-0.0870603173971,0.102446109056
8.45233522079e-08,0.0160092841834,0.124976105988,0.18583843112
9.29788079862e-09,0.0235895793885,-0.127259656787,0.204153493047
2.37394964797e-10,-0.108273796737,-0.163980931044,0.0793415158987
1.41284323095e-08,-0.036408495158,-0.0816596448421,0.0759062543511
2.1209251258e-08,-0.0307870972902,-0.107469677925,0.094345100224
7.58011995845e-08,-0.0307870972902,-0.107469677925,0.094345100224
3.51828111332e-08,-0.0273795407265,0.100996606052,0.189415872097
3.92101554255e-08,-0.0273795407265,0.100996606052,0.189415872097
7.60952660024e-08,-0.0791241154075,0.100700899959,0.179050639272
1.71464850755e-08,-0.0935806930065,0.029370194301,0.0823632329702
1.78190285444e-08,-0.0935806930065,0.029370194301,0.0823632329702
2.72833611172e-08,-0.100338600576,0.00558401877061,0.0907785072923
1.96250365863e-08,-0.085781134665,0.0432601980865,0.10292891413
8.54067839385e-08,-0.085781134665,0.0432601980865,0.10292891413
5.15421983219e-09,-0.149933591485,0.0604482516646,0.123023532331
9.80393964796e-09,-0.149933591485,0.0604482516646,0.123023532331
7.03534372946e-09,-0.0877976492047,0.0258142948151,0.09110378474
2.22408421038e-08,-0.0993471294641,0.00589913735166,0.0887906849384
1.74883260425e-08,-0.0993471294641,0.00589913735166,0.0887906849384
2.8826189105e-08,-0.0961844325066,-0.0222173258662,0.083916939795
2.03982274787e-08,-0.0959098637104,-0.0209268033504,0.085771150887
1.05254237296e-08,-0.0836933031678,-0.0346300303936,0.0827851891518
4.0508186562e-09,-0.021272379905,-0.108493193984,0.0757639706135
1.5672803149e-08,-0.0341412611306,-0.0414747856557,0.040311306715
3.04558236859e-08,-0.0286762341857,-0.0962497740984,0.0837428420782
2.35879948698e-08,-0.0286762341857,-0.0962497740984,0.0837428420782
7.77071652858e-09,-0.0845574364066,-0.195230573416,0.0813053324819
9.04156282136e-09,-0.0845574364066,-0.195230573416,0.0813053324819
6.59761904831e-09,0.0686892047524,-0.0445174910128,0.0946325436234
1.07400509802e-07,-0.0704521089792,-0.160240083933,0.121882274747
8.03290554213e-08,-0.0704521089792,-0.160240083933,0.121882274747
1.31056189109e-07,-0.0763551518321,-0.169363364577,0.120107397437
6.7696348461e-08,-0.0769655480981,-0.167580708861,0.128749892116
1.62821060107e-09,-0.0577308274806,-0.095163166523,0.0685909092426
1.84611408053e-08,-0.023354658857,-0.0541043952107,0.0976561307907
4.73890780783e-09,-0.0868138298392,-0.157987684011,0.106571294367
8.46777972047e-09,-0.0868138298392,-0.157987684011,0.106571294367
2.27513140445e-08,-0.0418124496937,-0.0579020790756,0.109916880727
5.91051210475e-08,-0.0382220707834,-0.0869773700833,0.0865128189325
1.12813490024e-07,-0.032175168395,-0.105206899345,0.111867651343
1.28153172206e-08,-0.0320553295314,-0.074824616313,0.0906008183956
9.1982722758e-09,-0.0599543862045,-0.148270264268,0.0977696701884
6.00647164471e-09,-0.00598728051409,0.158328875899,0.103558138013
8.13494310976e-09,-0.0450428724289,0.148060962558,0.0888022184372
5.17197799518e-09,0.0198330003768,0.152816206217,0.100616253912
2.05687501927e-09,0.0198330003768,0.152816206217,0.100616253912
1.14502930193e-08,0.0198330003768,0.152816206217,0.100616253912
