Points_0,Points_1,Points_2,U_0,U_1,U_2
0.0182326,0.00967983,-0.00771923,0.0112173,-0.13745,0.227496
0.016231,0.00917818,-0.00771923,-0.0765764,-0.146488,0.214274
0.0157299,0.00917701,-0.00771923,-0.103515,-0.13359,0.21444
0.0152304,0.00967763,-0.00771923,-0.147417,-0.0904644,0.217018
0.0142244,0.00917215,-0.00771923,-0.173623,-0.0706954,0.168518
0.0142204,0.00866688,-0.00771923,-0.147469,-0.0900837,0.162292
0.0142125,0.00815749,-0.00771923,-0.122614,-0.107044,0.152083
0.0182323,0.00566612,-0.00771923,0.0432028,-0.186256,0.0809875
0.0177244,0.00616429,-0.00771923,0.0308297,-0.213806,0.0931839
0.0182325,0.00616826,-0.00771923,0.045581,-0.217026,0.0890122
0.0177294,0.00667524,-0.00771923,0.0263215,-0.238167,0.114399
0.0182326,0.00667615,-0.00771923,0.0450957,-0.242622,0.108644
0.0177315,0.00717708,-0.00771923,0.0204243,-0.242606,0.138867
0.0177321,0.00767822,-0.00771923,0.0146508,-0.238194,0.164237
0.0177322,0.00817902,-0.00771923,0.00818408,-0.22173,0.191394
0.0177323,0.00867942,-0.00771923,0.00184225,-0.196634,0.209507
0.0187328,0.00917966,-0.00771923,0.0419691,-0.178882,0.218172
0.0162299,0.00867702,-0.00771923,-0.06644,-0.173065,0.198056
0.0162288,0.00817568,-0.00771923,-0.0566734,-0.195585,0.178303
0.0162272,0.00767368,-0.00771923,-0.0450259,-0.210247,0.152011
0.0167296,0.007676,-0.00771923,-0.0293966,-0.222281,0.154805
0.0172312,0.00767752,-0.00771923,-0.00915182,-0.232839,0.161048
0.0172303,0.00717614,-0.00771923,-0.00161782,-0.237507,0.136891
0.016728,0.007174,-0.00771923,-0.0198496,-0.226858,0.131987
0.0162246,0.00717039,-0.00771923,-0.0326327,-0.214419,0.12944
0.015724,0.00767026,-0.00771923,-0.0607114,-0.193989,0.150126
0.0157205,0.00716521,-0.00771923,-0.0456247,-0.197236,0.127578
0.0157259,0.00817253,-0.00771923,-0.0758915,-0.179768,0.176247
0.015728,0.0086749,-0.00771923,-0.0894251,-0.158614,0.197079
0.0152114,0.00715452,-0.00771923,-0.0556888,-0.175652,0.127279
0.0167197,0.00615503,-0.00771923,0.00221212,-0.200616,0.0910781
0.0172202,0.0061578,-0.00771923,0.0149204,-0.210063,0.0929333
