,Unnamed: 0,medium,short,14.3mm-3out,16.5mm-3out,14.3mm-4out,long,14.3mm-split-3out,14.3mm-bigsplit-3out
0,VUC,0.345381248,0.688524929,0.489490521,0.291191958,0.465026847,0.27529169,0.414590779,0.503962474
