Points_0,Points_1,Points_2,U_0,U_1,U_2
0.0192928,-0.0368946,-0.00151883,-0.0562848,-0.117879,0.100321
0.0192707,-0.0365563,-0.00151883,-0.0657189,-0.127037,0.116546
0.0182585,-0.0365351,-0.00151883,-0.0684966,-0.109462,0.10187
0.0115674,-0.0302448,-0.00151883,-0.124075,-0.0365553,0.121481
0.0265919,-0.0260745,-0.00151883,0.110034,0.030684,0.0982123
0.0265575,-0.0260454,-0.00151883,0.108555,0.0313971,0.103355
0.0224754,-0.0219217,-0.00151883,0.0211973,0.0948137,0.0993734
0.0234117,-0.022731,-0.00151883,0.0556668,0.109239,0.107675
0.0233444,-0.0224086,-0.00151883,0.0324233,0.0977795,0.0843427
0.0245823,-0.0348505,-0.00151883,0.0773098,-0.0762254,0.107879
0.0250581,-0.0345358,-0.00151883,0.0860135,-0.0641276,0.0882697
0.0250485,-0.0345183,-0.00151883,0.0898628,-0.0669689,0.0897629
0.0246285,-0.0351271,-0.00151883,0.0670427,-0.0735235,0.0983188
0.0237195,-0.0356034,-0.00151883,0.0587071,-0.0898476,0.112909
0.0219271,-0.0366397,-0.00151883,-0.00389384,-0.0868785,0.0967828
0.0224838,-0.0365112,-0.00151883,0.00677724,-0.0902573,0.104168
0.0246639,-0.0235489,-0.00151883,0.0763818,0.101894,0.107337
0.0244689,-0.0235819,-0.00151883,0.088316,0.116484,0.117196
0.0249232,-0.0238061,-0.00151883,0.0830332,0.0970214,0.11228
0.0243498,-0.0231691,-0.00151883,0.0820547,0.114344,0.115877
0.0255558,-0.0248677,-0.00151883,0.0995963,0.0757402,0.11954
0.0252721,-0.0244926,-0.00151883,0.0988642,0.090321,0.129504
0.0252799,-0.0241546,-0.00151883,0.0937696,0.0936419,0.121708
0.020734,-0.021738,-0.00151883,-0.0169208,0.125159,0.125855
0.0207135,-0.0214614,-0.00151883,-0.0197057,0.104559,0.104463
0.0204318,-0.0214884,-0.00151883,-0.0261419,0.119662,0.107132
0.0197295,-0.021483,-0.00151883,-0.0329735,0.112159,0.101518
0.0194946,-0.0214962,-0.00151883,-0.0391688,0.120815,0.10369
0.0197271,-0.021244,-0.00151883,-0.0344083,0.109298,0.0963774
0.0199806,-0.021493,-0.00151883,-0.0328176,0.12182,0.10533
0.0202447,-0.0219666,-0.00151883,-0.027211,0.136166,0.13827
0.0202321,-0.0219175,-0.00151883,-0.028978,0.13915,0.136571
0.0201897,-0.0215495,-0.00151883,-0.0316499,0.130838,0.111681
0.0267731,-0.0271543,-0.00151883,0.1304,0.0171707,0.0930748
0.0266921,-0.0265579,-0.00151883,0.0994772,0.0244931,0.0783265
0.0262403,-0.0253442,-0.00151883,0.106929,0.0514278,0.123806
0.0270086,-0.0277486,-0.00151883,0.118698,0.00470046,0.0949358
0.0267348,-0.0277301,-0.00151883,0.147777,0.0174145,0.109638
0.0265669,-0.0273405,-0.00151883,0.142229,0.0247641,0.105562
0.026982,-0.0280261,-0.00151883,0.14785,0.00490401,0.0958171
0.0269747,-0.0289672,-0.00151883,0.164033,-0.00183262,0.0986327
0.0269877,-0.028731,-0.00151883,0.145455,0.00133322,0.0961584
0.0272255,-0.0287343,-0.00151883,0.136793,-0.00201213,0.0936487
0.0269112,-0.0291862,-0.00151883,0.175422,-0.00481135,0.102309
0.0269204,-0.0282718,-0.00151883,0.168905,0.00503274,0.101024
0.0268438,-0.028233,-0.00151883,0.147869,0.00752172,0.100873
0.0269776,-0.0284819,-0.00151883,0.159931,0.00303129,0.0976678
0.0272281,-0.0297185,-0.00151883,0.135968,-0.00576531,0.0924968
0.026975,-0.0294816,-0.00151883,0.163709,-0.00758495,0.0975833
0.0269113,-0.0292628,-0.00151883,0.175946,-0.00614492,0.102397
0.0268212,-0.0292252,-0.00151883,0.154843,-0.00428895,0.105336
0.0269807,-0.029983,-0.00151883,0.159357,-0.0116923,0.0974096
0.0255597,-0.0339544,-0.00151883,0.0890169,-0.0640576,0.0916583
0.0255763,-0.033963,-0.00151883,0.0855779,-0.0609274,0.0901083
0.0255593,-0.0338825,-0.00151883,0.0929529,-0.064804,0.0942731
0.0258777,-0.0333998,-0.00151883,0.0948449,-0.0592758,0.0885834
0.027049,-0.0307735,-0.00151883,0.117886,-0.0120978,0.0975473
0.0270066,-0.0305046,-0.00151883,0.14386,-0.0125641,0.0981717
0.0267891,-0.030762,-0.00151883,0.139817,-0.0219987,0.109055
0.0267984,-0.0312916,-0.00151883,0.12535,-0.021237,0.0951771
0.0269288,-0.0302659,-0.00151883,0.162919,-0.0150571,0.100691
0.0268517,-0.0302351,-0.00151883,0.147556,-0.0146316,0.102352
0.0192226,-0.0218967,-0.00151883,-0.0536246,0.136791,0.126479
0.0192008,-0.0215604,-0.00151883,-0.0466472,0.128822,0.108365
0.0192407,-0.0219885,-0.00151883,-0.0523226,0.131401,0.128361
0.0187482,-0.0214835,-0.00151883,-0.0438131,0.102011,0.0937055
0.0185007,-0.0214935,-0.00151883,-0.0485662,0.108822,0.0945586
0.0187515,-0.0212462,-0.00151883,-0.0404925,0.0987398,0.0906743
0.0189819,-0.0214965,-0.00151883,-0.0460819,0.11422,0.09817
0.0177683,-0.0214622,-0.00151883,-0.034694,0.0864863,0.0915319
0.0177492,-0.021734,-0.00151883,-0.0529585,0.104444,0.0987365
0.0173479,-0.0219014,-0.00151883,-0.0518295,0.100729,0.0977143
0.0180443,-0.0214889,-0.00151883,-0.0443442,0.102128,0.0918957
0.0182306,-0.0219161,-0.00151883,-0.064312,0.123322,0.110101
0.0182231,-0.0215493,-0.00151883,-0.0537253,0.116629,0.0972397
0.0182379,-0.0219678,-0.00151883,-0.0636589,0.119882,0.110619
0.0151456,-0.0224086,-0.00151883,-0.0371225,0.0883427,0.0821769
0.0150961,-0.0224437,-0.00151883,-0.0374269,0.0761679,0.0845849
0.0160183,-0.021956,-0.00151883,-0.0424064,0.0885508,0.096543
0.0159871,-0.0219661,-0.00151883,-0.0438465,0.0865466,0.0968906
0.0140477,-0.0239811,-0.00151883,-0.0524847,0.130449,0.118451
0.0140178,-0.0235861,-0.00151883,-0.0474795,0.117997,0.107487
0.0140643,-0.0240479,-0.00151883,-0.051004,0.128613,0.119013
0.0132107,-0.0241638,-0.00151883,-0.0438066,0.106281,0.116153
0.0265892,-0.0316788,-0.00151883,0.12785,-0.0297852,0.0923769
0.0266521,-0.031909,-0.00151883,0.105684,-0.0266837,0.0793099
0.026521,-0.0324677,-0.00151883,0.0937508,-0.0355054,0.0970457
0.0249832,-0.0345153,-0.00151883,0.0903905,-0.0687697,0.0945369
0.0250394,-0.0344767,-0.00151883,0.0932029,-0.0678908,0.0956373
0.0260711,-0.0333547,-0.00151883,0.0918911,-0.0525681,0.0822554
0.0261484,-0.0330423,-0.00151883,0.0847492,-0.0525335,0.100502
0.026262,-0.0329331,-0.00151883,0.089702,-0.0505802,0.0989077
0.0260756,-0.0332119,-0.00151883,0.0964372,-0.0559785,0.0908147
0.0265125,-0.0324727,-0.00151883,0.0943908,-0.0362861,0.0979139
0.026514,-0.0324698,-0.00151883,0.0946407,-0.0359165,0.0977887
0.0242874,-0.0353193,-0.00151883,0.072277,-0.0850627,0.117024
0.0230516,-0.0361246,-0.00151883,0.0305106,-0.0908106,0.109848
0.0229495,-0.0362325,-0.00151883,0.028276,-0.0915246,0.106202
0.0224821,-0.0364952,-0.00151883,0.00695781,-0.0925241,0.106599
0.022496,-0.0364908,-0.00151883,0.00767345,-0.0922536,0.106521
0.0119757,-0.0324681,-0.00151883,-0.0554126,-0.0728119,0.106126
0.0159664,-0.0364574,-0.00151883,-0.0348252,-0.0951567,0.0948901
0.0224727,-0.0219555,-0.00151883,0.02242,0.0997466,0.103887
0.0224948,-0.0219448,-0.00151883,0.0204852,0.0987286,0.103719
0.0225027,-0.0219652,-0.00151883,0.0240386,0.0989855,0.102887
0.0231133,-0.0222455,-0.00151883,0.0383177,0.101676,0.090488
0.0229404,-0.0222382,-0.00151883,0.0389687,0.10103,0.0973061
0.0225433,-0.02202,-0.00151883,0.0266333,0.103829,0.104599
0.0224926,-0.0365001,-0.00151883,0.00646331,-0.0920508,0.10625
0.0244396,-0.023976,-0.00151883,0.101501,0.119466,0.138545
0.0244231,-0.0240441,-0.00151883,0.100184,0.11617,0.14136
0.0248927,-0.0239957,-0.00151883,0.0947743,0.108453,0.126155
0.0248106,-0.0240418,-0.00151883,0.0887008,0.0970082,0.125792
0.024311,-0.0239371,-0.00151883,0.101243,0.123693,0.144223
0.0202562,-0.0215478,-0.00151883,-0.0290554,0.127777,0.107871
0.0192771,-0.0215603,-0.00151883,-0.0442626,0.126144,0.105043
0.0192577,-0.0218968,-0.00151883,-0.0525319,0.135564,0.124959
0.026457,-0.0259663,-0.00151883,0.113322,0.0357229,0.115124
0.026922,-0.0282047,-0.00151883,0.16346,0.00569917,0.0965788
0.0269258,-0.0301945,-0.00151883,0.167435,-0.0130221,0.100226
0.0265164,-0.0324713,-0.00151883,0.0943704,-0.0356153,0.0980453
0.0182904,-0.0215509,-0.00151883,-0.0503936,0.111071,0.0939446
0.0182508,-0.0219153,-0.00151883,-0.0632737,0.121628,0.109066
0.0159953,-0.0219448,-0.00151883,-0.040093,0.0878995,0.0979782
0.0153307,-0.0223993,-0.00151883,-0.0495634,0.0928083,0.0903191
0.0153767,-0.0222445,-0.00151883,-0.0469563,0.0881153,0.088765
0.015551,-0.0222375,-0.00151883,-0.0489821,0.0879619,0.0940548
0.0141275,-0.0231648,-0.00151883,-0.0478862,0.110582,0.104089
0.0135938,-0.0240008,-0.00151883,-0.0440426,0.118004,0.122759
0.0135403,-0.0240328,-0.00151883,-0.036376,0.103805,0.110077
0.025518,-0.033947,-0.00151883,0.0930826,-0.064913,0.0977551
0.0249554,-0.0338905,-0.00151883,0.120654,-0.0696402,0.135317
0.0265027,-0.0324798,-0.00151883,0.0955537,-0.036712,0.0981332
0.0240141,-0.0354114,-0.00151883,0.0707045,-0.0854026,0.128275
0.0159961,-0.0365046,-0.00151883,-0.0317841,-0.091229,0.0952619
0.0202775,-0.0365438,-0.00151883,-0.0496026,-0.137489,0.131393
0.0115136,-0.028234,-0.00151883,-0.104126,0.0376651,0.108028
0.0115652,-0.028263,-0.00151883,-0.123411,0.0430509,0.121849
0.0115794,-0.0291913,-0.00151883,-0.13068,0.0051007,0.132336
0.0159937,-0.0324784,-0.00151883,-0.0733193,-0.174481,0.179225
0.0156081,-0.0322505,-0.00151883,-0.0649163,-0.142099,0.17609
0.0162304,-0.0322417,-0.00151883,-0.0704806,-0.155627,0.184627
0.0157138,-0.03258,-0.00151883,-0.0723627,-0.17805,0.17388
0.021901,-0.0218544,-0.00151883,0.0103164,0.109068,0.0998663
0.0168952,-0.0218762,-0.00151883,-0.0462465,0.0980749,0.0914706
0.0142545,-0.0344668,-0.00151883,-0.0274771,-0.109229,0.106487
0.0145181,-0.0344102,-0.00151883,-0.0267875,-0.115954,0.112436
0.0145786,-0.0346049,-0.00151883,-0.0250341,-0.127157,0.122856
0.0149043,-0.0349367,-0.00151883,-0.027707,-0.128146,0.118285
0.0151315,-0.0344134,-0.00151883,-0.0425113,-0.143719,0.116064
0.0150816,-0.0353121,-0.00151883,-0.0351279,-0.118155,0.10004
0.0150545,-0.0344469,-0.00151883,-0.0399311,-0.144603,0.120483
0.0151313,-0.0343657,-0.00151883,-0.0429675,-0.14475,0.117648
0.0145623,-0.0349606,-0.00151883,-0.0188782,-0.119243,0.122978
0.0224344,-0.0354664,-0.00151883,0.0363354,-0.131262,0.159491
0.0229047,-0.0355196,-0.00151883,0.055171,-0.124983,0.154533
0.0224502,-0.0354927,-0.00151883,0.035718,-0.129841,0.157148
0.0229256,-0.0357311,-0.00151883,0.0453923,-0.114403,0.135788
0.0224216,-0.0354629,-0.00151883,0.0356315,-0.130554,0.159293
0.0231857,-0.0355431,-0.00151883,0.0548335,-0.106926,0.131182
0.0228377,-0.0354858,-0.00151883,0.0500286,-0.114465,0.150913
0.0131269,-0.0312762,-0.00151883,-0.0974954,-0.0794211,0.170292
0.0131179,-0.0313754,-0.00151883,-0.0955904,-0.0815423,0.167339
0.0129565,-0.0314378,-0.00151883,-0.0995241,-0.0816273,0.168435
0.0124594,-0.0312711,-0.00151883,-0.0881283,-0.0624454,0.14167
0.0125545,-0.0315518,-0.00151883,-0.0965745,-0.0747295,0.156647
0.0120795,-0.0312839,-0.00151883,-0.0890945,-0.0580071,0.122917
0.0118934,-0.0315876,-0.00151883,-0.0794235,-0.0587538,0.109216
0.0120615,-0.0318571,-0.00151883,-0.079189,-0.0677893,0.120941
0.011925,-0.0319021,-0.00151883,-0.0696928,-0.0628021,0.10534
0.0119706,-0.0324516,-0.00151883,-0.0563814,-0.0713977,0.105891
0.0120009,-0.0324151,-0.00151883,-0.0592686,-0.0721817,0.109581
0.0128237,-0.0318177,-0.00151883,-0.0926791,-0.0828036,0.156669
0.0125431,-0.0318269,-0.00151883,-0.0923809,-0.0765018,0.151233
0.0125247,-0.0321804,-0.00151883,-0.0889261,-0.083799,0.146494
0.0129988,-0.0323862,-0.00151883,-0.0806056,-0.102463,0.14456
0.0130072,-0.032396,-0.00151883,-0.0801612,-0.102741,0.144185
0.0124837,-0.0324058,-0.00151883,-0.0760617,-0.0818917,0.129611
0.0119905,-0.0324541,-0.00151883,-0.0581978,-0.0733357,0.107803
0.0120028,-0.0324877,-0.00151883,-0.0568104,-0.0734923,0.106191
0.0130014,-0.0323973,-0.00151883,-0.0804171,-0.102964,0.144245
0.0125228,-0.0324334,-0.00151883,-0.0852963,-0.0939402,0.1387
0.0124871,-0.0326406,-0.00151883,-0.0713188,-0.0906255,0.122581
0.0129949,-0.0324077,-0.00151883,-0.0797841,-0.102711,0.143402
0.0130068,-0.0323995,-0.00151883,-0.0800056,-0.102737,0.143985
0.0130058,-0.0324013,-0.00151883,-0.0803401,-0.102972,0.14407
0.0129395,-0.0331154,-0.00151883,-0.0494564,-0.0954901,0.109305
0.0127593,-0.0328966,-0.00151883,-0.0600934,-0.0957645,0.115309
0.0129551,-0.0328778,-0.00151883,-0.0679688,-0.100091,0.123539
0.0141113,-0.0333351,-0.00151883,-0.0454009,-0.124488,0.133793
0.0141083,-0.0333676,-0.00151883,-0.0446921,-0.123824,0.132434
0.0140545,-0.0333887,-0.00151883,-0.0446606,-0.124588,0.134588
0.0134882,-0.0333483,-0.00151883,-0.0393733,-0.101693,0.12417
0.0135521,-0.0335249,-0.00151883,-0.0390496,-0.1097,0.132809
0.0132244,-0.0333746,-0.00151883,-0.0394976,-0.100788,0.112599
0.0140121,-0.0342031,-0.00151883,-0.0299118,-0.103321,0.106646
0.0139035,-0.0338791,-0.00151883,-0.0341752,-0.111836,0.124038
0.0135337,-0.0338875,-0.00151883,-0.0325795,-0.103293,0.126569
0.0139891,-0.0263725,-0.00151883,-0.0932442,0.124062,0.171157
0.0135578,-0.0261716,-0.00151883,-0.0748129,0.10563,0.144511
0.0141821,-0.0261835,-0.00151883,-0.081705,0.124782,0.160285
0.0136625,-0.0264732,-0.00151883,-0.0971672,0.116417,0.170823
0.012981,-0.0251456,-0.00151883,-0.0456071,0.103068,0.127409
0.0129577,-0.0250187,-0.00151883,-0.0424783,0.101128,0.124346
0.0129971,-0.0262652,-0.00151883,-0.084333,0.0997149,0.153184
0.0129855,-0.0270466,-0.00151883,-0.100544,0.0863039,0.163987
0.0128526,-0.0266669,-0.00151883,-0.0938891,0.0903096,0.151892
0.0131177,-0.0262225,-0.00151883,-0.0798847,0.099651,0.152774
0.013139,-0.0271877,-0.00151883,-0.0988474,0.0828488,0.166171
0.0149853,-0.0264385,-0.00151883,-0.0957639,0.143433,0.199618
0.0149854,-0.0269741,-0.00151883,-0.0977865,0.121905,0.218125
0.0148866,-0.0267079,-0.00151883,-0.0970988,0.133383,0.207053
0.0152235,-0.0263255,-0.00151883,-0.0868308,0.139647,0.188726
0.015232,-0.0272173,-0.00151883,-0.0898993,0.103502,0.2193
0.0121207,-0.0271652,-0.00151883,-0.0909899,0.0654062,0.123798
0.0119067,-0.027162,-0.00151883,-0.0853041,0.0584274,0.112196
0.0149838,-0.0274617,-0.00151883,-0.101886,0.0978923,0.232293
0.0149831,-0.0279714,-0.00151883,-0.100184,0.0721538,0.239452
0.0148888,-0.0277177,-0.00151883,-0.103122,0.08626,0.234621
0.0152331,-0.0273394,-0.00151883,-0.0896997,0.0971494,0.222034
0.0152377,-0.0282228,-0.00151883,-0.0864605,0.0523816,0.234245
0.015984,-0.0284839,-0.00151883,-0.0749398,0.0412155,0.246835
0.0156231,-0.028224,-0.00151883,-0.0748628,0.0524017,0.229479
0.0162437,-0.0282255,-0.00151883,-0.0666161,0.0523999,0.233798
0.0157418,-0.0285726,-0.00151883,-0.0793545,0.037282,0.249894
0.0169841,-0.0284871,-0.00151883,-0.0575387,0.0356716,0.243273
0.0166263,-0.0282258,-0.00151883,-0.0580078,0.0495524,0.228729
0.0172452,-0.0282264,-0.00151883,-0.0512289,0.0442443,0.232413
0.0167448,-0.0285753,-0.00151883,-0.0607808,0.0342722,0.244931
0.0169841,-0.0294876,-0.00151883,-0.055337,-0.0236017,0.242944
0.0169842,-0.0299665,-0.00151883,-0.0554138,-0.0461409,0.242041
0.0168957,-0.029727,-0.00151883,-0.0558686,-0.0345463,0.241999
0.0172453,-0.0293541,-0.00151883,-0.0482755,-0.0142336,0.231163
0.0172451,-0.030227,-0.00151883,-0.0484238,-0.0553229,0.229531
0.0169844,-0.0304876,-0.00151883,-0.0575277,-0.0780522,0.2433
0.016626,-0.0302277,-0.00151883,-0.0545584,-0.055554,0.228104
0.0167434,-0.0305764,-0.00151883,-0.0616834,-0.0857571,0.246896
0.0159839,-0.0294861,-0.00151883,-0.0724648,-0.0218647,0.248479
0.0156239,-0.0292267,-0.00151883,-0.070306,-0.000664695,0.231108
0.0162442,-0.0292267,-0.00151883,-0.0629319,-0.00576118,0.236197
0.0157417,-0.0295752,-0.00151883,-0.0768416,-0.0255858,0.25045
0.015985,-0.0309791,-0.00151883,-0.0770516,-0.10417,0.240974
0.0154803,-0.0309888,-0.00151883,-0.0825644,-0.102147,0.236844
0.0157371,-0.0308893,-0.00151883,-0.078741,-0.0966759,0.241408
0.0161141,-0.0312337,-0.00151883,-0.0699094,-0.110992,0.223115
0.0152275,-0.0312404,-0.00151883,-0.0798228,-0.107186,0.216619
0.0149814,-0.0304835,-0.00151883,-0.096639,-0.0744777,0.239764
0.0149827,-0.0309988,-0.00151883,-0.0933571,-0.0990972,0.230093
0.0148862,-0.030739,-0.00151883,-0.0969129,-0.0841954,0.233939
0.0152347,-0.0303559,-0.00151883,-0.0849958,-0.0648004,0.232875
0.0149812,-0.0284762,-0.00151883,-0.0973277,0.0422222,0.245126
0.0146127,-0.0282199,-0.00151883,-0.0932545,0.0526792,0.219209
0.0147318,-0.0285662,-0.00151883,-0.102392,0.0388994,0.244653
0.0139623,-0.0284668,-0.00151883,-0.11745,0.0425518,0.231986
0.01396,-0.0289711,-0.00151883,-0.115456,0.0156699,0.234694
